Site_ID,Site_Name ,Country
840,Kawu,Nigeria
1449,Ke,Nigeria
585,Kelumeri,Nigeria
1397,Keroua,Nigeria
742,Kirfin Sama Hill,Nigeria
1655,Kochio,Nigeria
1656,Kofoto 2,Nigeria
1657,Kofoto 3,Nigeria
898,Kolin Kuchimi Furnace,Nigeria
692,Konduga,Nigeria
811,Kongon Makeri,Nigeria
808,Kubanni river,Nigeria
844,Kuchamfa,Nigeria
899,Kudu 3,Nigeria
958,Kufai Gwari 2,Nigeria
1026,Kufai Kuku 2,Nigeria
1658,Kujeri,Nigeria
1659,Kukum Daji,Nigeria
1660,Kurmin Dangana,Nigeria
1661,Kurmin Lemu,Nigeria
1038,Kurmin Uwa 1,Nigeria
1079,Kurmin Uwa 2,Nigeria
24,Kursakata,Nigeria
1077,Kushe 3,Nigeria
1075,Kushe 7,Nigeria
1086,Kusuma,Nigeria
1662,Kutofo,Nigeria
582,Labe,Nigeria
588,Labe Kanuri,Nigeria
1663,Labi,Nigeria
1131,Lejja,Nigeria
1664,Maiduna,Nigeria
839,Maitumbi,Nigeria
744,Maleh,Nigeria
1091,Mashikin Dandoka,Nigeria
1154,Mashikin Kadun,Nigeria
591,Mege,Nigeria
746,NA 90-C,Nigeria
577,NA 91/A,Nigeria
578,NA 93/10,Nigeria
579,NA 93/36,Nigeria
580,NA 93/42,Nigeria
705,Ndufu,Nigeria
592,Ngala,Nigeria
1241,Ngoye Kirawa,Nigeria
1665,Nok,Nigeria
859,Nrobu Ehandiagu,Nigeria
805,Nsukka University Farm,Nigeria
1132,Obukpa,Nigeria
1433,Ogbo stream iya,Nigeria
1450,Ogoloma,Nigeria
861,Ogwugwu Agu,Nigeria
1434,Ohovbe Iya n'Uwu,Nigeria
1454,Okedokpa,Nigeria
1431,Okochiri,Nigeria
1134,Okpe Igala,Nigeria
1451,Old Bussa,Nigeria
813,Old Oyo,Nigeria
817,Old Oyo,Nigeria
1200,Old Oyo,Nigeria
1448,Onyoma,Nigeria
750,Opi,Nigeria
1130,Orba,Nigeria
860,Otoogwe,Nigeria
1119,Owerre Elu,Nigeria
1155,Pabeki,Nigeria
1156,Pandauke,Nigeria
1170,Pangwari,Nigeria
1171,Pantaki 1,Nigeria
1172,Pantaki 3,Nigeria
1669,Polwaya,Nigeria
1173,Pulu,Nigeria
1174,Puntun Dutse,Nigeria
1175,Rafi  Abutu,Nigeria
1198,Rafi  Adada,Nigeria
1251,Rafi  Dako,Nigeria
1252,Rafi  Pah 1,Nigeria
1254,Rafi  Pah 2,Nigeria
749,Rafin Ndoko,Nigeria
1670,Ramindop,Nigeria
711,Rop,Nigeria
1505,Ruga Fulani Furnace,Nigeria
1506,Sabon Janruwa,Nigeria
1430,Saikiripogu (Brass Island),Nigeria
810,Samaru West Site I,Nigeria
1684,Samban,Nigeria
929,Samun Dukiya,Nigeria
816,Sekunde,Nigeria
854,Shaushaus,Nigeria
1685,Shere Koro,Nigeria
1453,Shoro (Akpaa),Nigeria
1245,Sukur,Nigeria
846,Tada,Nigeria
1507,Taka Lafi,Nigeria
1687,Tare,Nigeria
748,Taruga,Nigeria
61,Tiwa,Nigeria
1689,Tsauni,Nigeria
1509,Tsaunim Bakka 1,Nigeria
1510,Tsaunim Gurara 1,Nigeria
1511,Tsaunim Maganda,Nigeria
743,Tudun Dangawo,Nigeria
1512,Tudun Dosa,Nigeria
1513,Tudun Kaura,Nigeria
841,Tudun Wada,Nigeria
1690,Udegi,Nigeria
847,Udo,Nigeria
806,Ugwuagu,Nigeria
738,Ulaira,Nigeria
815,Umundu,Nigeria
1520,Un-named Nok site,Nigeria
1521,Un-named Nok site,Nigeria
1522,Un-named Nok site,Nigeria
1523,Un-named Nok site,Nigeria
1524,Un-named Nok site,Nigeria
1525,Un-named Nok site,Nigeria
1526,Un-named Nok site,Nigeria
1527,Un-named Nok site,Nigeria
1528,Un-named Nok site,Nigeria
1529,Un-named Nok site,Nigeria
1530,Un-named Nok site,Nigeria
1531,Un-named Nok site,Nigeria
1532,Un-named Nok site,Nigeria
1533,Un-named Nok site,Nigeria
1534,Un-named Nok site,Nigeria
1535,Un-named Nok site,Nigeria
1536,Un-named Nok site,Nigeria
1537,Un-named Nok site,Nigeria
1538,Un-named Nok site,Nigeria
1539,Un-named Nok site,Nigeria
1540,Un-named Nok site,Nigeria
1541,Un-named Nok site,Nigeria
1542,Un-named Nok site,Nigeria
1543,Un-named Nok site,Nigeria
1544,Un-named Nok site,Nigeria
1545,Un-named Nok site,Nigeria
1546,Un-named Nok site,Nigeria
1547,Un-named Nok site,Nigeria
1548,Un-named Nok site,Nigeria
1549,Un-named Nok site,Nigeria
1550,Un-named Nok site,Nigeria
1551,Un-named Nok site,Nigeria
1552,Un-named Nok site,Nigeria
1553,Un-named Nok site,Nigeria
1554,Un-named Nok site,Nigeria
1555,Un-named Nok site,Nigeria
1556,Un-named Nok site,Nigeria
1557,Un-named Nok site,Nigeria
1558,Un-named Nok site,Nigeria
1559,Un-named Nok site,Nigeria
1560,Un-named Nok site,Nigeria
1561,Un-named Nok site,Nigeria
1562,Un-named Nok site,Nigeria
1563,Un-named Nok site,Nigeria
1564,Un-named Nok site,Nigeria
1565,Un-named Nok site,Nigeria
1566,Un-named Nok site,Nigeria
1567,Un-named Nok site,Nigeria
1568,Un-named Nok site,Nigeria
1569,Un-named Nok site,Nigeria
1570,Un-named Nok site,Nigeria
1571,Un-named Nok site,Nigeria
1572,Un-named Nok site,Nigeria
1573,Un-named Nok site,Nigeria
1574,Un-named Nok site,Nigeria
1575,Un-named Nok site,Nigeria
1576,Un-named Nok site,Nigeria
1577,Un-named Nok site,Nigeria
1578,Un-named Nok site,Nigeria
1579,Un-named Nok site,Nigeria
1580,Un-named Nok site,Nigeria
1581,Un-named Nok site,Nigeria
1582,Un-named Nok site,Nigeria
1583,Un-named Nok site,Nigeria
1584,Un-named Nok site,Nigeria
1585,Un-named Nok site,Nigeria
1586,Un-named Nok site,Nigeria
1587,Un-named Nok site,Nigeria
1588,Un-named Nok site,Nigeria
1589,Un-named Nok site,Nigeria
1590,Un-named Nok site,Nigeria
1591,Un-named Nok site,Nigeria
1592,Un-named Nok site,Nigeria
1593,Un-named Nok site,Nigeria
1594,Un-named Nok site,Nigeria
1595,Un-named Nok site,Nigeria
1596,Un-named Nok site,Nigeria
1597,Un-named Nok site,Nigeria
1598,Un-named Nok site,Nigeria
1599,Un-named Nok site,Nigeria
1600,Un-named Nok site,Nigeria
1601,Un-named Nok site,Nigeria
1602,Un-named Nok site,Nigeria
1603,Un-named Nok site,Nigeria
1604,Un-named Nok site,Nigeria
1605,Un-named Nok site,Nigeria
1606,Un-named Nok site,Nigeria
1607,Un-named Nok site,Nigeria
1608,Un-named Nok site,Nigeria
1609,Un-named Nok site,Nigeria
1610,Un-named Nok site,Nigeria
1611,Un-named Nok site,Nigeria
1612,Un-named Nok site,Nigeria
1613,Un-named Nok site,Nigeria
1614,Un-named Nok site,Nigeria
1615,Un-named Nok site,Nigeria
1616,Un-named Nok site,Nigeria
1617,Un-named Nok site,Nigeria
1618,Un-named Nok site,Nigeria
1619,Un-named Nok site,Nigeria
1620,Un-named Nok site,Nigeria
1621,Un-named Nok site,Nigeria
1622,Un-named Nok site,Nigeria
1623,Un-named Nok site,Nigeria
1624,Un-named Nok site,Nigeria
1625,Un-named Nok site,Nigeria
1626,Un-named Nok site,Nigeria
1627,Un-named Nok site,Nigeria
1628,Un-named Nok site,Nigeria
1629,Un-named Nok site,Nigeria
1630,Un-named Nok site,Nigeria
1631,Un-named Nok site,Nigeria
1632,Un-named Nok site,Nigeria
1633,Un-named Nok site,Nigeria
878,Ungwar Kura,Nigeria
1514,Utak Kamuan Garaje Kagoro,Nigeria
1693,Wamba,Nigeria
848,Wunmonije compound,Nigeria
723,Yau,Nigeria
737,Yelwa UI 676,Nigeria
583,Zilum,Nigeria
1100,Zubo,Nigeria
1394,Gasiza,Rwanda
1393,Kabacusi,Rwanda
1270,Kabusanze,Rwanda
1271,Kabuye II,Rwanda
1272,Kabuye III,Rwanda
1273,Kabuye IV,Rwanda
1274,Karama,Rwanda
1275,Musanze 2,Rwanda
1276,Musanze 3,Rwanda
1277,Nguri Cave,Rwanda
361,Alinguel,Senegal
1098,Arondo,Senegal
831,Bangalère,Senegal
819,Cap Manuel,Senegal
874,Cubalel ,Senegal
830,Dioron Boumak,Senegal
,Diouboye,Senegal
1151,Dioude Djaabe ,Senegal
823,Diouloulou,Senegal
1703,Djoutoubaya,Senegal
677,Faboura,Senegal
1712,Fetesilla,Senegal
828,Gandiol,Senegal
834,Gueye Guelakh,Senegal
889,Jallowali ,Senegal
829,Joal,Senegal
31,Kandiama,Senegal
821,Khant ,Senegal
820,Khant de Saint-Louis,Senegal
825,Kodiam,Senegal
1863,Kouroukounla,Senegal
832,Lac Retba,Senegal
1714,Louguéré,Senegal
1715,Madina Bat,Senegal
1716,Madina Tarakolé,Senegal
1717,Maran Kounda,Senegal
835,Mbor Tumulus,Senegal
836,Mboro,Senegal
1718,Mérimériko,Senegal
1705,Missira III,Senegal
1706,Missira IV,Senegal
833,Ndalane,Senegal
704,Ndiamon-Badat,Senegal
1719,Noumoutabanco,Senegal
708,Ogo,Senegal
818,Pointe du Fann,Senegal
1050,Poudioum,Senegal
1707,Ravin blanc,Senegal
931,Saouré Diouldé (Saré-Diouldé),Senegal
1195,Saré Tioffi,Senegal
1720,Sekondi ,Senegal
822,Siendou,Senegal
1150,Sincaan,Senegal
367,Sincu Bara,Senegal
827,Sine-Ngayène,Senegal
1183,Sintiou Bara,Senegal
712,Siouré,Senegal
1721,Tatóto,Senegal
908,Thiasdhé ouest ,Senegal
824,Tiékène-Boussoura,Senegal
1196,Tioubalel,Senegal
1704,Toumbounto,Senegal
906,Tulel Fobo ,Senegal
1722,un-named Faleme valley site,Senegal
1723,un-named Faleme valley site,Senegal
1724,un-named Faleme valley site,Senegal
1725,un-named Faleme valley site,Senegal
1726,un-named Faleme valley site,Senegal
1727,un-named Faleme valley site,Senegal
1728,un-named Faleme valley site,Senegal
1729,un-named Faleme valley site,Senegal
1730,un-named Faleme valley site,Senegal
1731,un-named Faleme valley site,Senegal
1732,un-named Faleme valley site,Senegal
1733,un-named Faleme valley site,Senegal
1734,un-named Faleme valley site,Senegal
1735,un-named Faleme valley site,Senegal
1736,un-named Faleme valley site,Senegal
1737,un-named Faleme valley site,Senegal
1738,un-named Faleme valley site,Senegal
1739,un-named Faleme valley site,Senegal
1740,un-named Faleme valley site,Senegal
1741,un-named Faleme valley site,Senegal
1742,un-named Faleme valley site,Senegal
1743,un-named Faleme valley site,Senegal
1744,un-named Faleme valley site,Senegal
1745,un-named Faleme valley site,Senegal
1746,un-named Faleme valley site,Senegal
1747,un-named Faleme valley site,Senegal
1748,un-named Faleme valley site,Senegal
1749,un-named Faleme valley site,Senegal
1750,un-named Faleme valley site,Senegal
1751,un-named Faleme valley site,Senegal
1752,un-named Faleme valley site,Senegal
1753,un-named Faleme valley site,Senegal
1754,un-named Faleme valley site,Senegal
1755,un-named Faleme valley site,Senegal
1756,un-named Faleme valley site,Senegal
1757,un-named Faleme valley site,Senegal
1758,un-named Faleme valley site,Senegal
1759,un-named Faleme valley site,Senegal
1760,un-named Faleme valley site,Senegal
1761,un-named Faleme valley site,Senegal
1762,un-named Faleme valley site,Senegal
1763,un-named Faleme valley site,Senegal
1764,un-named Faleme valley site,Senegal
1765,un-named Faleme valley site,Senegal
1766,un-named Faleme valley site,Senegal
1767,un-named Faleme valley site,Senegal
1768,un-named Faleme valley site,Senegal
1769,un-named Faleme valley site,Senegal
1770,un-named Faleme valley site,Senegal
1771,un-named Faleme valley site,Senegal
1772,un-named Faleme valley site,Senegal
1773,un-named Faleme valley site,Senegal
1774,un-named Faleme valley site,Senegal
1775,un-named Faleme valley site,Senegal
1776,un-named Faleme valley site,Senegal
1777,un-named Faleme valley site,Senegal
1778,un-named Faleme valley site,Senegal
1779,un-named Faleme valley site,Senegal
1780,un-named Faleme valley site,Senegal
1781,un-named Faleme valley site,Senegal
1782,un-named Faleme valley site,Senegal
1783,un-named Faleme valley site,Senegal
1784,un-named Faleme valley site,Senegal
1785,un-named Faleme valley site,Senegal
1786,un-named Faleme valley site,Senegal
1787,un-named Faleme valley site,Senegal
1788,un-named Faleme valley site,Senegal
1789,un-named Faleme valley site,Senegal
1790,un-named Faleme valley site,Senegal
1791,un-named Faleme valley site,Senegal
1792,un-named Faleme valley site,Senegal
1793,un-named Faleme valley site,Senegal
1794,un-named Faleme valley site,Senegal
1795,un-named Faleme valley site,Senegal
1796,un-named Faleme valley site,Senegal
1797,un-named Faleme valley site,Senegal
1798,un-named Faleme valley site,Senegal
1799,un-named Faleme valley site,Senegal
1800,un-named Faleme valley site,Senegal
1801,un-named Faleme valley site,Senegal
1802,un-named Faleme valley site,Senegal
1803,un-named Faleme valley site,Senegal
1804,un-named Faleme valley site,Senegal
1805,un-named Faleme valley site,Senegal
1806,un-named Faleme valley site,Senegal
1807,un-named Faleme valley site,Senegal
1808,un-named Faleme valley site,Senegal
1809,un-named Faleme valley site,Senegal
1810,un-named Faleme valley site,Senegal
1811,un-named Faleme valley site,Senegal
1812,un-named Faleme valley site,Senegal
1813,un-named Faleme valley site,Senegal
1814,un-named Faleme valley site,Senegal
1815,un-named Faleme valley site,Senegal
1816,un-named Faleme valley site,Senegal
1817,un-named Faleme valley site,Senegal
1818,un-named Faleme valley site,Senegal
1819,un-named Faleme valley site,Senegal
1820,un-named Faleme valley site,Senegal
1821,un-named Faleme valley site,Senegal
1822,un-named Faleme valley site,Senegal
1823,un-named Faleme valley site,Senegal
1824,un-named Faleme valley site,Senegal
1825,un-named Faleme valley site,Senegal
1826,un-named Faleme valley site,Senegal
1827,un-named Faleme valley site,Senegal
1828,un-named Faleme valley site,Senegal
1829,un-named Faleme valley site,Senegal
1830,un-named Faleme valley site,Senegal
1831,un-named Faleme valley site,Senegal
1832,un-named Faleme valley site,Senegal
1833,un-named Faleme valley site,Senegal
1834,un-named Faleme valley site,Senegal
1835,un-named Faleme valley site,Senegal
1836,un-named Faleme valley site,Senegal
1837,un-named Faleme valley site,Senegal
1838,un-named Faleme valley site,Senegal
1839,un-named Faleme valley site,Senegal
1840,un-named Faleme valley site,Senegal
1841,un-named Faleme valley site,Senegal
1842,un-named Faleme valley site,Senegal
1843,un-named Faleme valley site,Senegal
1844,un-named Faleme valley site,Senegal
1845,un-named Faleme valley site,Senegal
1846,un-named Faleme valley site,Senegal
1847,un-named Faleme valley site,Senegal
1848,un-named Faleme valley site,Senegal
1849,un-named Faleme valley site,Senegal
1850,un-named Faleme valley site,Senegal
1851,un-named Faleme valley site,Senegal
1852,un-named Faleme valley site,Senegal
1853,un-named Faleme valley site,Senegal
350,Walaldé ,Senegal
1694,Wanar,Senegal
378,Kamabai,SierraLeone
377,Yagala Old Town,SierraLeone
379,Yengema,SierraLeone
670,Asa Koma,Somalia
1380,Magogo,SouthAfrica
1381,Ndondonwane,SouthAfrica
1384,Schroda,SouthAfrica
1382,Shongweni,SouthAfrica
1383,Silver Leaves,SouthAfrica
1203,Abka,Sudan
1207,Abu Darbein,Sudan
1338,Abu Geili,Sudan
1211,Abu Tabari,Sudan
1231,Al Khiday 1,Sudan
1232,Al Khiday 2/2B,Sudan
1233,Al Mahalab,Sudan
1339,Dangeil,Sudan
1340,El Hamra,Sudan
1341,El Kadada,Sudan
1342,El Zakiab,Sudan
1343,Hamadab,Sudan
1344,Jebel Qeili,Sudan
1345,Jebel Tomat,Sudan
1346,Kadero,Sudan
1347,Kasala,Sudan
1348,Kawa,Sudan
686,Kerma,Sudan
1349,Mahal Teglin,Sudan
1350,Meroe,Sudan
1351,Nauri,Sudan
1352,NDRS: P1,Sudan
1353,NDRS: P37,Sudan
1354,Rabak,Sudan
1355,Sai,Sudan
1356,Semna,Sudan
1357,Shaheinab,Sudan
1358,Shaqadud cave,Sudan
1359,Sheik el-Amin,Sudan
1360,Sheik Mustafa,Sudan
1361,Soba,Sudan
1362,Ukma,Sudan
1363,Um Direiwa,Sudan
1364,Umm Muri,Sudan
1281,Chwaka,Tanzania
1280,Engaruka,Tanzania
1284,Fukuchani,Tanzania
1278,Juani Primary School,Tanzania
1282,Kaliwa,Tanzania
1289,Kilwa,Tanzania
1283,Kimimba,Tanzania
1290,Mikindani sites,Tanzania
1285,Pango la Kijiji ,Tanzania
1291,Songo Mnara,Tanzania
1286,Tumbe,Tanzania
1287,Tumbe Marzui,Tanzania
1279,Ukunju Cave,Tanzania
1288,Unguka Ukuu,Tanzania
1051,Abri Vialettes,Togo
1234,Bangeli (Bandjeli),Togo
1141,BAS-273,Togo
952,Bassar,Togo
1237,Bassar-Kabu,Togo
1235,Bitchabe,Togo
1140,Dekpassanware,Togo
1236,Kabu,Togo
1142,M'Pampu 1,Togo
1508,Tatré 4,Togo
1139,Tchogma,Togo
1226,Akhful,WesternSahara
765,Amtal,WesternSahara
768,Edjaila,WesternSahara
767,Lemheiris,WesternSahara
766,Mahariat,WesternSahara
1385,Kadzi,Zimbabwe
1386,Leopard's Kopje,Zimbabwe
1387,Ziwa (Inyanga),Zimbabwe